2012/1/21,Chicago Bulls,Charlotte Bobcats,95,89
2012/1/21,Detroit Pistons,Portland Trail Blazers,94,91
2012/1/21,Houston Rockets,San Antonio Spurs,105,102
2012/1/21,Memphis Grizzlies,Sacramento Kings,128,95
2012/1/21,Miami Heat,Philadelphia 76ers,113,92
2012/1/21,Oklahoma City Thunder,New Jersey Nets,84,74
2012/1/21,Dallas Mavericks,New Orleans Hornets,83,81
2012/1/21,Denver Nuggets,New York Knicks,119,114
2012/1/21,Utah Jazz,Minnesota Timberwolves,108,98
2012/1/22,Los Angeles Clippers,Toronto Raptors,103,91
2012/1/22,Indiana Pacers,Los Angeles Lakers,98,96
2012/1/22,Milwaukee Bucks,Miami Heat,91,82
2012/1/22,New Jersey Nets,Charlotte Bobcats,97,87
2012/1/22,Boston Celtics,Washington Wizards,100,94
2012/1/23,Boston Celtics,Orlando Magic,87,56
2012/1/23,Chicago Bulls,New Jersey Nets,110,95
2012/1/23,Dallas Mavericks,Phoenix Suns,93,87
2012/1/23,Memphis Grizzlies,Golden State Warriors,91,90
2012/1/23,Atlanta Hawks,Milwaukee Bucks,97,92
2012/1/23,Houston Rockets,Minnesota Timberwolves,107,92
2012/1/23,San Antonio Spurs,New Orleans Hornets,104,102
2012/1/23,Oklahoma City Thunder,Detroit Pistons,99,79
2012/1/23,Philadelphia 76ers,Washington Wizards,103,83
2012/1/23,Portland Trail Blazers,Sacramento Kings,101,89
2012/1/24,New York Knicks,Charlotte Bobcats,111,78
2012/1/24,Orlando Magic,Indiana Pacers,102,83
2012/1/24,Miami Heat,Cleveland Cavaliers,92,85
2012/1/24,Toronto Raptors,Phoenix Suns,99,96
2012/1/24,Portland Trail Blazers,Memphis Grizzlies,97,84
2012/1/25,Indiana Pacers,Chicago Bulls,95,90
2012/1/25,Cleveland Cavaliers,New York Knicks,91,81
2012/1/25,Minnesota Timberwolves,Dallas Mavericks,105,90
2012/1/25,Miami Heat,Detroit Pistons,101,98
2012/1/25,Golden State Warriors,Portland Trail Blazers,101,93
2012/1/25,Milwaukee Bucks,Houston Rockets,105,99
2012/1/25,Los Angeles Lakers,Los Angeles Clippers,96,91
2012/1/25,Oklahoma City Thunder,New Orleans Hornets,101,91
2012/1/25,New Jersey Nets,Philadelphia 76ers,97,90
2012/1/25,Denver Nuggets,Sacramento Kings,122,93
2012/1/25,San Antonio Spurs,Atlanta Hawks,105,83
2012/1/25,Toronto Raptors,Utah Jazz,111,106
2012/1/25,Washington Wizards,Charlotte Bobcats,92,75
2012/1/26,Los Angeles Clippers,Memphis Grizzlies,98,91
2012/1/26,Boston Celtics,Orlando Magic,91,83
2012/1/27,Boston Celtics,Indiana Pacers,94,87
2012/1/27,Chicago Bulls,Milwaukee Bucks,107,100
2012/1/27,New Jersey Nets,Cleveland Cavaliers,99,96
2012/1/27,Dallas Mavericks,Utah Jazz,116,101
2012/1/27,Denver Nuggets,Toronto Raptors,96,81
2012/1/27,Atlanta Hawks,Detroit Pistons,107,101
2012/1/27,Oklahoma City Thunder,Golden State Warriors,120,109
2012/1/27,Houston Rockets,Washington Wizards,103,76
2012/1/27,Miami Heat,New York Knicks,99,89
2012/1/27,Minnesota Timberwolves,San Antonio Spurs,87,79
2012/1/27,New Orleans Hornets,Orlando Magic,93,67
2012/1/27,Philadelphia 76ers,Charlotte Bobcats,89,72
2012/1/27,Portland Trail Blazers,Phoenix Suns,109,71
2012/1/28,Washington Wizards,Charlotte Bobcats,102,99
2012/1/28,Houston Rockets,New York Knicks,97,84
2012/1/28,Milwaukee Bucks,Los Angeles Lakers,100,89
2012/1/28,Philadelphia 76ers,Detroit Pistons,95,74
2012/1/28,Phoenix Suns,Memphis Grizzlies,86,84
2012/1/28,Utah Jazz,Sacramento Kings,96,93
2012/1/29,Cleveland Cavaliers,Boston Celtics,88,87
2012/1/29,Dallas Mavericks,San Antonio Spurs,101,100
2012/1/29,Los Angeles Clippers,Denver Nuggets,109,105
2012/1/29,Miami Heat,Chicago Bulls,97,93
2012/1/29,Los Angeles Lakers,Minnesota Timberwolves,106,101
2012/1/29,Toronto Raptors,New Jersey Nets,94,73
2012/1/29,Atlanta Hawks,New Orleans Hornets,94,72
2012/1/29,Indiana Pacers,Orlando Magic,106,85
2012/1/30,Minnesota Timberwolves,Houston Rockets,120,108
2012/1/30,Los Angeles Clippers,Oklahoma City Thunder,112,100
2012/1/30,San Antonio Spurs,Memphis Grizzlies,83,73
2012/1/30,Miami Heat,New Orleans Hornets,109,95
2012/1/30,Milwaukee Bucks,Detroit Pistons,103,82
2012/1/30,Philadelphia 76ers,Orlando Magic,74,69
2012/1/30,Dallas Mavericks,Phoenix Suns,122,99
2012/1/30,Utah Jazz,Portland Trail Blazers,93,89
2012/1/30,Chicago Bulls,Washington Wizards,98,88
2012/1/31,Boston Celtics,Cleveland Cavaliers,93,90
2012/1/31,Golden State Warriors,Sacramento Kings,93,90
2012/1/31,Indiana Pacers,New Jersey Nets,106,99
2012/1/31,Los Angeles Lakers,Charlotte Bobcats,106,73
2012/1/31,Memphis Grizzlies,Denver Nuggets,100,97
2012/1/31,New York Knicks,Detroit Pistons,113,86
2012/1/31,Atlanta Hawks,Toronto Raptors,100,77
2012/2/1,Boston Celtics,Toronto Raptors,100,64
2012/2/1,Oklahoma City Thunder,Dallas Mavericks,95,86
2012/2/1,Milwaukee Bucks,Miami Heat,105,97
2012/2/1,Indiana Pacers,Minnesota Timberwolves,109,99
2012/2/1,New Jersey Nets,Detroit Pistons,99,96
2012/2/1,Phoenix Suns,New Orleans Hornets,120,103
2012/2/1,Orlando Magic,Washington Wizards,109,103
2012/2/1,Philadelphia 76ers,Chicago Bulls,98,82
2012/2/1,Portland Trail Blazers,Charlotte Bobcats,112,68
2012/2/1,San Antonio Spurs,Houston Rockets,99,91
2012/2/1,Los Angeles Clippers,Utah Jazz,107,105
2012/2/2,Memphis Grizzlies,Atlanta Hawks,96,77
2012/2/2,Golden State Warriors,Utah Jazz,119,101
2012/2/2,Denver Nuggets,Los Angeles Clippers,112,91
2012/2/2,Chicago Bulls,New York Knicks,105,102
2012/2/2,Sacramento Kings,Portland Trail Blazers,95,92
2012/2/2,San Antonio Spurs,New Orleans Hornets,93,81
2012/2/3,Boston Celtics,New York Knicks,91,89
2012/2/3,Indiana Pacers,Dallas Mavericks,98,87
2012/2/3,Los Angeles Lakers,Denver Nuggets,93,89
2012/2/3,Detroit Pistons,Milwaukee Bucks,88,80
2012/2/3,Houston Rockets,Phoenix Suns,99,81
2012/2/3,Minnesota Timberwolves,New Jersey Nets,108,105
2012/2/3,Oklahoma City Thunder,Memphis Grizzlies,101,94
2012/2/3,Orlando Magic,Cleveland Cavaliers,102,94
2012/2/3,Miami Heat,Philadelphia 76ers,99,79
2012/2/3,Toronto Raptors,Washington Wizards,106,89
2012/2/4,Philadelphia 76ers,Atlanta Hawks,98,87
2012/2/4,Cleveland Cavaliers,Dallas Mavericks,91,88
2012/2/4,Detroit Pistons,New Orleans Hornets,89,87
2012/2/4,Orlando Magic,Indiana Pacers,85,81
2012/2/4,Chicago Bulls,Milwaukee Bucks,113,90
2012/2/4,Minnesota Timberwolves,Houston Rockets,100,91
2012/2/4,New York Knicks,New Jersey Nets,99,92
2012/2/4,Phoenix Suns,Charlotte Bobcats,95,89
2012/2/4,Portland Trail Blazers,Denver Nuggets,117,97
2012/2/4,Sacramento Kings,Golden State Warriors,114,106
2012/2/4,San Antonio Spurs,Oklahoma City Thunder,107,96
2012/2/4,Utah Jazz,Los Angeles Lakers,96,87
2012/2/4,Los Angeles Clippers,Washington Wizards,107,81
2012/2/5,Boston Celtics,Memphis Grizzlies,98,80
2012/2/5,Miami Heat,Toronto Raptors,95,89
2012/2/6,Phoenix Suns,Atlanta Hawks,99,90
2012/2/6,Houston Rockets,Denver Nuggets,99,90
2012/2/6,San Antonio Spurs,Memphis Grizzlies,89,84
2012/2/6,Chicago Bulls,New Jersey Nets,108,87
2012/2/6,Sacramento Kings,New Orleans Hornets,100,92
2012/2/6,New York Knicks,Utah Jazz,99,88
2012/2/6,Los Angeles Clippers,Orlando Magic,107,102
2012/2/6,Philadelphia 76ers,Los Angeles Lakers,95,90
2012/2/6,Oklahoma City Thunder,Portland Trail Blazers,111,107
2012/2/6,Washington Wizards,Toronto Raptors,111,108
2012/2/7,Boston Celtics,Charlotte Bobcats,94,84
2012/2/7,Oklahoma City Thunder,Golden State Warriors,119,116
2012/2/7,Indiana Pacers,Utah Jazz,104,99
2012/2/7,Miami Heat,Cleveland Cavaliers,107,91
2012/2/7,Phoenix Suns,Milwaukee Bucks,107,105
2012/2/7,Minnesota Timberwolves,Sacramento Kings,86,84
2012/2/8,Atlanta Hawks,Indiana Pacers,97,87
2012/2/8,Cleveland Cavaliers,Los Angeles Clippers,99,92
2012/2/8,Dallas Mavericks,Denver Nuggets,105,95
2012/2/8,Memphis Grizzlies,Minnesota Timberwolves,85,80
2012/2/8,Detroit Pistons,New Jersey Nets,99,92
2012/2/8,Chicago Bulls,New Orleans Hornets,90,67
2012/2/8,Orlando Magic,Miami Heat,102,89
2012/2/8,San Antonio Spurs,Philadelphia 76ers,100,90
2012/2/8,Houston Rockets,Portland Trail Blazers,103,96
2012/2/8,Milwaukee Bucks,Toronto Raptors,105,99
2012/2/8,New York Knicks,Washington Wizards,107,93
2012/2/9,Los Angeles Lakers,Boston Celtics,88,87
2012/2/9,Golden State Warriors,Denver Nuggets,109,101
2012/2/9,Houston Rockets,Phoenix Suns,96,89
2012/2/9,Sacramento Kings,Oklahoma City Thunder,106,101
2012/2/10,Chicago Bulls,Charlotte Bobcats,95,64
2012/2/10,Milwaukee Bucks,Cleveland Cavaliers,113,112
2012/2/10,Detroit Pistons,New Jersey Nets,109,92
2012/2/10,Memphis Grizzlies,Indiana Pacers,98,92
2012/2/10,Dallas Mavericks,Minnesota Timberwolves,104,97
2012/2/10,Portland Trail Blazers,New Orleans Hornets,94,86
2012/2/10,New York Knicks,Los Angeles Lakers,92,85
2012/2/10,Atlanta Hawks,Orlando Magic,89,87
2012/2/10,Los Angeles Clippers,Philadelphia 76ers,78,77
2012/2/10,Toronto Raptors,Boston Celtics,86,74
2012/2/10,Oklahoma City Thunder,Utah Jazz,101,87
2012/2/10,Miami Heat,Washington Wizards,106,89
2012/2/11,Los Angeles Clippers,Charlotte Bobcats,111,86
2012/2/11,Philadelphia 76ers,Cleveland Cavaliers,99,84
2012/2/11,Dallas Mavericks,Portland Trail Blazers,97,94
2012/2/11,Denver Nuggets,Indiana Pacers,113,109
2012/2/11,Orlando Magic,Milwaukee Bucks,99,94
2012/2/11,New York Knicks,Minnesota Timberwolves,100,98
2012/2/11,San Antonio Spurs,New Jersey Nets,103,89
2012/2/11,Phoenix Suns,Sacramento Kings,98,84
2012/2/12,Miami Heat,Atlanta Hawks,107,87
