2012/10/30,Cleveland Cavaliers,Washington Wizards,94,84
2012/10/30,Dallas Mavericks,Los Angeles Lakers,99,91
2012/10/30,Miami Heat,Boston Celtics,120,107
2012/10/31,Chicago Bulls,Sacramento Kings,93,87
2012/10/31,Houston Rockets,Detroit Pistons,105,96
2012/10/31,Los Angeles Clippers,Memphis Grizzlies,101,92
2012/10/31,San Antonio Spurs,New Orleans Hornets,99,95
2012/10/31,Philadelphia 76ers,Denver Nuggets,84,75
2012/10/31,Golden State Warriors,Phoenix Suns,87,85
2012/10/31,Portland Trail Blazers,Los Angeles Lakers,116,106
2012/10/31,Indiana Pacers,Toronto Raptors,90,88
2012/10/31,Utah Jazz,Dallas Mavericks,113,94
2012/11/1,San Antonio Spurs,Oklahoma City Thunder,86,84
2012/11/2,Houston Rockets,Atlanta Hawks,109,102
2012/11/2,Milwaukee Bucks,Boston Celtics,99,88
2012/11/2,Charlotte Bobcats,Indiana Pacers,90,89
2012/11/2,Chicago Bulls,Cleveland Cavaliers,115,86
2012/11/2,Memphis Grizzlies,Golden State Warriors,104,94
2012/11/2,Los Angeles Clippers,Los Angeles Lakers,105,95
2012/11/2,Minnesota Timberwolves,Sacramento Kings,92,80
2012/11/2,New Orleans Hornets,Utah Jazz,88,86
2012/11/2,New York Knicks,Miami Heat,104,84
2012/11/2,Oklahoma City Thunder,Portland Trail Blazers,106,92
2012/11/2,Orlando Magic,Denver Nuggets,102,89
2012/11/2,Phoenix Suns,Detroit Pistons,92,89
2012/11/3,Brooklyn Nets,Toronto Raptors,107,100
2012/11/3,New Orleans Hornets,Chicago Bulls,89,82
2012/11/3,Dallas Mavericks,Charlotte Bobcats,126,99
2012/11/3,Portland Trail Blazers,Houston Rockets,95,85
2012/11/3,Indiana Pacers,Sacramento Kings,106,98
2012/11/3,Golden State Warriors,Los Angeles Clippers,114,110
2012/11/3,Miami Heat,Denver Nuggets,119,116
2012/11/3,Milwaukee Bucks,Cleveland Cavaliers,105,102
2012/11/3,San Antonio Spurs,Utah Jazz,110,100
2012/11/3,Boston Celtics,Washington Wizards,89,86
2012/11/4,Los Angeles Lakers,Detroit Pistons,108,79
2012/11/4,New York Knicks,Philadelphia 76ers,100,84
2012/11/4,Atlanta Hawks,Oklahoma City Thunder,104,95
2012/11/4,Orlando Magic,Phoenix Suns,115,94
2012/11/4,Toronto Raptors,Minnesota Timberwolves,105,86
2012/11/5,Minnesota Timberwolves,Brooklyn Nets,107,96
2012/11/5,Dallas Mavericks,Portland Trail Blazers,114,91
2012/11/5,Cleveland Cavaliers,Los Angeles Clippers,108,101
2012/11/5,Memphis Grizzlies,Utah Jazz,103,94
2012/11/5,Miami Heat,Phoenix Suns,124,99
2012/11/5,New York Knicks,Philadelphia 76ers,110,88
2012/11/5,Sacramento Kings,Golden State Warriors,94,92
2012/11/5,San Antonio Spurs,Indiana Pacers,101,79
2012/11/6,Chicago Bulls,Orlando Magic,99,93
2012/11/6,Denver Nuggets,Detroit Pistons,109,97
2012/11/6,Oklahoma City Thunder,Toronto Raptors,108,88
2012/11/7,Atlanta Hawks,Indiana Pacers,89,86
2012/11/7,Boston Celtics,Washington Wizards,100,94
2012/11/7,Phoenix Suns,Charlotte Bobcats,117,110
2012/11/7,Dallas Mavericks,Toronto Raptors,109,104
2012/11/7,Golden State Warriors,Cleveland Cavaliers,106,96
2012/11/7,Denver Nuggets,Houston Rockets,93,87
2012/11/7,Los Angeles Clippers,San Antonio Spurs,106,84
2012/11/7,Miami Heat,Brooklyn Nets,103,73
2012/11/7,Memphis Grizzlies,Milwaukee Bucks,108,90
2012/11/7,Minnesota Timberwolves,Orlando Magic,90,75
2012/11/7,Philadelphia 76ers,New Orleans Hornets,77,62
2012/11/7,Sacramento Kings,Detroit Pistons,105,103
2012/11/7,Utah Jazz,Los Angeles Lakers,95,86
2012/11/8,Oklahoma City Thunder,Chicago Bulls,97,91
2012/11/8,Los Angeles Clippers,Portland Trail Blazers,103,90
2012/11/9,Miami Heat,Atlanta Hawks,95,89
2012/11/9,Philadelphia 76ers,Boston Celtics,106,100
2012/11/9,Denver Nuggets,Utah Jazz,104,84
2012/11/9,Los Angeles Lakers,Golden State Warriors,101,77
2012/11/9,Memphis Grizzlies,Houston Rockets,93,85
2012/11/9,Minnesota Timberwolves,Indiana Pacers,96,94
2012/11/9,New Orleans Hornets,Charlotte Bobcats,107,99
2012/11/9,New York Knicks,Dallas Mavericks,104,94
2012/11/9,Oklahoma City Thunder,Detroit Pistons,105,94
2012/11/9,Brooklyn Nets,Orlando Magic,107,68
2012/11/9,Phoenix Suns,Cleveland Cavaliers,107,105
2012/11/9,San Antonio Spurs,Sacramento Kings,97,86
2012/11/9,Milwaukee Bucks,Washington Wizards,101,91
2012/11/10,Charlotte Bobcats,Dallas Mavericks,101,97
2012/11/10,Chicago Bulls,Minnesota Timberwolves,87,80
2012/11/10,Denver Nuggets,Golden State Warriors,107,101
2012/11/10,Houston Rockets,Detroit Pistons,96,82
2012/11/10,Indiana Pacers,Washington Wizards,89,85
2012/11/10,Boston Celtics,Milwaukee Bucks,96,92
2012/11/10,San Antonio Spurs,Portland Trail Blazers,112,109
2012/11/10,Philadelphia 76ers,Toronto Raptors,93,83
2012/11/10,Utah Jazz,Phoenix Suns,94,81
2012/11/11,Brooklyn Nets,Orlando Magic,82,74
2012/11/11,Los Angeles Clippers,Atlanta Hawks,89,76
2012/11/11,Los Angeles Lakers,Sacramento Kings,103,90
2012/11/11,Memphis Grizzlies,Miami Heat,104,86
2012/11/11,Oklahoma City Thunder,Cleveland Cavaliers,106,91
2012/11/12,Boston Celtics,Chicago Bulls,101,95
2012/11/12,Minnesota Timberwolves,Dallas Mavericks,90,82
2012/11/12,Oklahoma City Thunder,Detroit Pistons,92,90
2012/11/12,Miami Heat,Houston Rockets,113,110
2012/11/12,Milwaukee Bucks,Philadelphia 76ers,105,96
2012/11/12,Phoenix Suns,Denver Nuggets,110,100
2012/11/12,Atlanta Hawks,Portland Trail Blazers,95,87
2012/11/12,Utah Jazz,Toronto Raptors,140,133
2012/11/13,Brooklyn Nets,Cleveland Cavaliers,114,101
2012/11/13,Charlotte Bobcats,Washington Wizards,92,76
2012/11/13,Toronto Raptors,Indiana Pacers,74,72
2012/11/13,San Antonio Spurs,Los Angeles Lakers,84,82
2012/11/13,New York Knicks,Orlando Magic,99,89
2012/11/13,Portland Trail Blazers,Sacramento Kings,103,86
2012/11/14,Boston Celtics,Utah Jazz,98,93
2012/11/14,Dallas Mavericks,Washington Wizards,107,101
2012/11/14,Golden State Warriors,Atlanta Hawks,92,88
2012/11/14,Houston Rockets,New Orleans Hornets,100,96
2012/11/14,Los Angeles Clippers,Miami Heat,107,100
2012/11/14,Milwaukee Bucks,Indiana Pacers,99,85
2012/11/14,Charlotte Bobcats,Minnesota Timberwolves,89,87
2012/11/14,Memphis Grizzlies,Oklahoma City Thunder,107,97
2012/11/14,Detroit Pistons,Philadelphia 76ers,94,76
2012/11/14,Chicago Bulls,Phoenix Suns,112,106
2012/11/15,Brooklyn Nets,Boston Celtics,102,97
2012/11/15,Miami Heat,Denver Nuggets,98,93
2012/11/15,New York Knicks,San Antonio Spurs,104,100
2012/11/16,Orlando Magic,Detroit Pistons,110,106
2012/11/16,Indiana Pacers,Dallas Mavericks,103,83
2012/11/16,Los Angeles Lakers,Phoenix Suns,114,102
2012/11/16,Memphis Grizzlies,New York Knicks,105,95
2012/11/16,Golden State Warriors,Minnesota Timberwolves,106,98
2012/11/16,Oklahoma City Thunder,New Orleans Hornets,110,95
2012/11/16,Philadelphia 76ers,Utah Jazz,99,93
2012/11/16,Portland Trail Blazers,Houston Rockets,119,117
2012/11/16,Atlanta Hawks,Sacramento Kings,112,96
2012/11/17,Boston Celtics,Toronto Raptors,107,89
2012/11/17,Memphis Grizzlies,Charlotte Bobcats,94,87
2012/11/17,Dallas Mavericks,Cleveland Cavaliers,103,95
2012/11/17,Los Angeles Clippers,Chicago Bulls,101,80
2012/11/17,Milwaukee Bucks,New Orleans Hornets,117,113
2012/11/17,Miami Heat,Phoenix Suns,97,88
2012/11/17,San Antonio Spurs,Denver Nuggets,126,100
2012/11/17,Utah Jazz,Washington Wizards,83,76
2012/11/18,Detroit Pistons,Boston Celtics,103,83
2012/11/18,Los Angeles Lakers,Houston Rockets,119,108
2012/11/18,New York Knicks,Indiana Pacers,88,76
2012/11/18,Oklahoma City Thunder,Golden State Warriors,119,109
2012/11/18,Philadelphia 76ers,Cleveland Cavaliers,86,79
2012/11/18,Portland Trail Blazers,Chicago Bulls,102,94
2012/11/18,Brooklyn Nets,Sacramento Kings,99,90
2012/11/18,Toronto Raptors,Orlando Magic,97,86
2012/11/19,Atlanta Hawks,Orlando Magic,81,72
2012/11/19,Charlotte Bobcats,Milwaukee Bucks,102,98
2012/11/19,Golden State Warriors,Dallas Mavericks,105,101
2012/11/19,Denver Nuggets,Memphis Grizzlies,97,92
2012/11/19,Los Angeles Clippers,San Antonio Spurs,92,87
2012/11/19,Utah Jazz,Houston Rockets,102,91
2012/11/19,Indiana Pacers,Washington Wizards,96,89
2012/11/20,Los Angeles Lakers,Brooklyn Nets,95,90
2012/11/20,New York Knicks,New Orleans Hornets,102,80
2012/11/20,Philadelphia 76ers,Toronto Raptors,106,98
2012/11/21,Atlanta Hawks,Washington Wizards,101,100
2012/11/21,San Antonio Spurs,Boston Celtics,112,100
2012/11/21,Charlotte Bobcats,Toronto Raptors,98,97
